# environment: cpu=8 ram=7942MB disk_free=820952MB python=3.12 java=21
# metric_direction: higher
# mode: loop
# run_tag: shike-5-feature-optimizations
# parallel: serial
# web_search: disabled
# goal: 继续优化拾刻项目功能与可交付性，执行5轮，每轮保留一个可验证的新功能或交付增强
# scope: android-mvp/app/src/main/java/cn/shike/app/MainActivity.kt,prototype/index.html,README.md,docs/device-runbook.md,materials/demo-script.md,materials/submission-checklist.md,validation/validate_real_world_ready.py
# repos_json: [{"path":"/home/xing-12_26/projects/codex-workspace/shike","role":"primary","scope":"android-mvp/app/src/main/java/cn/shike/app/MainActivity.kt,prototype/index.html,README.md,docs/device-runbook.md,materials/demo-script.md,materials/submission-checklist.md,validation/validate_real_world_ready.py"}]
# metric: kept_feature_enhancements
# verify: python3 validation/validate_real_world_ready.py
# guard: python3 validation/validate_real_world_ready.py
# iterations: 5
# stop_condition: iteration_cap_5
# rollback_policy: non_destructive_patch_revert
iteration	commit	metric	delta	guard	status	description
194	no-git	193	+1	CLOUD_DEVICE_PACKAGE_METRIC 25/25; RELEASE_EVIDENCE_INDEX_METRIC 8/8; REQUIREMENT_MATRIX_METRIC 8/8; RELEASE_BLOCKING_REPORT_METRIC 8/8; LANDING_RELEASE_CANDIDATE_METRIC 52/52; STRICT_EVIDENCE 2/5 expected cloud-device blockers; SECRET_HYGIENE PASS; py_compile validators PASS	keep	[labels: guard/cloud-device-package, evidence/rebuild-order, docs/current-validation-status, guard/release-evidence-index, guard/release-candidate, guard/requirement-matrix, guard/secret-hygiene] iteration 194: make current validation status follow dependency-safe release handoff order and tighten cloud-device package validation to require that order, raising CLOUD_DEVICE_PACKAGE_METRIC to 25/25 while preserving local 52/52 and strict 2/5 boundaries.
195	no-git	194	+1	CLOUD_DEVICE_PACKAGE_METRIC 25/25; RELEASE_EVIDENCE_INDEX_METRIC 8/8; REQUIREMENT_MATRIX_METRIC 8/8; LANDING_RELEASE_CANDIDATE_METRIC 52/52; STRICT_EVIDENCE 2/5 expected cloud-device blockers; SECRET_HYGIENE PASS; py_compile validators PASS	keep	[labels: docs/current-validation-status, guard/cloud-device-package, evidence/rebuild-order, guard/release-candidate, guard/release-evidence-index, guard/requirement-matrix, guard/secret-hygiene] iteration 195: fix current validation status drift from 24-item to 25-item cloud-device handoff gate and make validate_cloud_device_package.py enforce the 25-item dependency-safe wording, preserving local 52/52 and strict 2/5 boundaries.
196	no-git	195	+1	RELEASE_EVIDENCE_INDEX_METRIC 9/9; CLOUD_DEVICE_PACKAGE_METRIC 25/25; REQUIREMENT_MATRIX_METRIC 8/8; RELEASE_BLOCKING_REPORT_METRIC 8/8; LANDING_RELEASE_CANDIDATE_METRIC 52/52; STRICT_EVIDENCE 2/5 expected cloud-device blockers; SECRET_HYGIENE PASS; py_compile validators PASS	keep	[labels: docs/optimization-log, guard/release-evidence-index, evidence/current-handoff-summary, guard/cloud-device-package, guard/requirement-matrix, guard/release-candidate, guard/secret-hygiene] iteration 196: add a current release-handoff summary to docs/optimization-log.md and make validate_release_evidence_index.py require that summary, raising RELEASE_EVIDENCE_INDEX_METRIC to 9/9 while preserving local 52/52 and strict 2/5 boundaries.
197	no-git	196	+1	RELEASE_EVIDENCE_INDEX_METRIC 9/9; CLOUD_DEVICE_PACKAGE_METRIC 25/25; REQUIREMENT_MATRIX_METRIC 8/8; LANDING_RELEASE_CANDIDATE_METRIC 52/52; STRICT_EVIDENCE 2/5 expected cloud-device blockers; SECRET_HYGIENE PASS; py_compile release evidence validator PASS	keep	[labels: evidence/release-evidence-index, docs/optimization-log, evidence/current-handoff-summary, guard/release-evidence-index, guard/cloud-device-package, guard/release-candidate, guard/secret-hygiene] iteration 197: add docs/optimization-log.md as an explicit optimization handoff trace in materials/evidence/release-evidence-index.md and make the release evidence validator require that link and historical-log boundary wording while preserving the 9/9 index gate, local 52/52, and strict 2/5 boundaries.
198	no-git	197	+1	RELEASE_EVIDENCE_INDEX_METRIC 10/10; CLOUD_DEVICE_PACKAGE_METRIC 25/25; REQUIREMENT_MATRIX_METRIC 8/8; LANDING_RELEASE_CANDIDATE_METRIC 52/52; STRICT_EVIDENCE 2/5 expected cloud-device blockers; SECRET_HYGIENE PASS; no stale current 9/9 evidence-index tokens	keep	[labels: docs/readme-entrypoint, guard/release-evidence-index, evidence/current-handoff-summary, docs/current-validation-status, guard/cloud-device-package, guard/release-candidate, guard/secret-hygiene] iteration 198: expose the current release evidence index 10/10 gate and optimization-log handoff summary in README, and make validate_release_evidence_index.py require that public entrypoint while keeping historical optimization-log values intact and preserving local 52/52 plus strict 2/5 boundaries.
199	no-git	198	+1	DELIVERABLES_METRIC 10/10; RELEASE_EVIDENCE_INDEX_METRIC 10/10; CLOUD_DEVICE_PACKAGE_METRIC 25/25; REQUIREMENT_MATRIX_METRIC 8/8; LANDING_RELEASE_CANDIDATE_METRIC 52/52; STRICT_EVIDENCE 2/5 expected cloud-device blockers; SECRET_HYGIENE PASS; py_compile deliverables PASS	keep	[labels: materials/submission-checklist, guard/deliverables, evidence/release-evidence-index, docs/optimization-log, guard/release-candidate, guard/cloud-device-package, guard/secret-hygiene] iteration 199: make materials/submission-checklist.md list the current RELEASE_EVIDENCE_INDEX_METRIC 10/10 and docs/optimization-log.md handoff summary, and tighten validate_deliverables.py so SHIKE-070 submission packaging requires those current release evidence tokens while preserving local 52/52 and strict 2/5 boundaries.
200	no-git	199	+1	LANDING_RELEASE_CANDIDATE_METRIC 52/52; RELEASE_EVIDENCE_INDEX_METRIC 10/10; DELIVERABLES_METRIC 10/10; CLOUD_DEVICE_PACKAGE_METRIC 25/25; STRICT_EVIDENCE 2/5 expected cloud-device blockers; SECRET_HYGIENE PASS; py_compile landing release validator PASS	keep	[labels: docs/landing-optimization-guide, guard/release-candidate, evidence/release-evidence-index, docs/optimization-log, guard/deliverables, guard/cloud-device-package, guard/secret-hygiene] iteration 200: update docs/SHIKE_LANDING_APP_OPTIMIZATION_GUIDE.md so the cloud-device and Goal 7 sections name RELEASE_EVIDENCE_INDEX_METRIC 10/10, README public entrypoint, and docs/optimization-log.md current handoff summary, and tighten validate_landing_release_candidate.py so public-doc release guidance cannot regress while preserving local 52/52 and strict 2/5 boundaries.
201	no-git	200	+1	DEMO_ACCEPTANCE_METRIC 18/18; CLOUD_DEVICE_PACKAGE_METRIC 25/25; RELEASE_EVIDENCE_INDEX_METRIC 10/10; RELEASE_BLOCKING_REPORT_METRIC 8/8; LANDING_RELEASE_CANDIDATE_METRIC 52/52; STRICT_EVIDENCE 2/5 expected cloud-device blockers; SECRET_HYGIENE PASS; py_compile demo/cloud validators PASS	keep	[labels: materials/device-demo-checklist, evidence/cloud-device-package, guard/demo-acceptance, guard/cloud-device-package, evidence/release-evidence-index, guard/release-candidate, guard/secret-hygiene] iteration 201: propagate the release evidence 10/10 gate, docs/optimization-log.md current handoff summary, and README public entrypoint into the device demo checklist plus cloud-device README/manifest/capture TODO, and tighten demo/cloud package validators so strict handoff materials cannot lose those release evidence links while preserving local 52/52 and strict 2/5 boundaries.
202	no-git	201	+1	CLOUD_DEVICE_PREP_METRIC 5/5; CLOUD_DEVICE_PACKAGE_METRIC 26/26; RELEASE_EVIDENCE_INDEX_METRIC 10/10; REQUIREMENT_MATRIX_METRIC 8/8; RELEASE_BLOCKING_REPORT_METRIC 8/8; DEMO_ACCEPTANCE_METRIC 18/18; LANDING_RELEASE_CANDIDATE_METRIC 52/52; STRICT_EVIDENCE 2/5 expected cloud-device blockers; SECRET_HYGIENE PASS; py_compile cloud/release validators PASS	keep	[labels: scripts/prepare-cloud-device-evidence, guard/cloud-device-package, evidence/cloud-device-package, docs/current-validation-status, docs/landing-optimization-guide, guard/release-candidate, guard/secret-hygiene] iteration 202: update prepare_cloud_device_evidence.py so regenerated cloud-device capture TODO files preserve RELEASE_EVIDENCE_INDEX_METRIC 10/10, docs/optimization-log.md handoff summary, and README public entrypoint; then synchronize the resulting CLOUD_DEVICE_PACKAGE_METRIC 26/26 across current release handoff docs and validators while preserving local 52/52 and strict 2/5 boundaries.
203	no-git	202	+1	CLOUD_DEVICE_PACKAGE_METRIC 27/27; RELEASE_EVIDENCE_INDEX_METRIC 10/10; REQUIREMENT_MATRIX_METRIC 8/8; RELEASE_BLOCKING_REPORT_METRIC 8/8; LANDING_RELEASE_CANDIDATE_METRIC 52/52; STRICT_EVIDENCE 2/5 expected cloud-device blockers; REAL_WORLD_READY_METRIC 22/22; SECRET_HYGIENE PASS; py_compile release validators PASS	keep	[labels: docs/device-runbook, guard/cloud-device-package, evidence/cloud-device-package, evidence/release-evidence-index, guard/release-candidate, guard/strict-blocker-boundary, guard/secret-hygiene] iteration 203: add device-runbook release handoff steps for cloud-device evidence refresh, release evidence index validation, optimization-log current handoff boundary, and strict external-evidence blocker wording; tighten validate_cloud_device_package.py and synchronize current cloud-device handoff surfaces to CLOUD_DEVICE_PACKAGE_METRIC 27/27 while preserving local 52/52 and strict 2/5 boundaries.
204	no-git	203	+1	CLOUD_DEVICE_PREP_METRIC 5/5; CLOUD_DEVICE_PREP_MISSING_VIDEOS 9/9 expected; RELEASE_EVIDENCE_INDEX_METRIC 10/10; CLOUD_DEVICE_PACKAGE_METRIC 27/27; RELEASE_BLOCKING_REPORT_METRIC 8/8; LANDING_RELEASE_CANDIDATE_METRIC 52/52; STRICT_EVIDENCE 2/5 expected cloud-device blockers; SECRET_HYGIENE PASS; py_compile release evidence validator PASS	keep	[labels: scripts/prepare-cloud-device-evidence, evidence/release-evidence-index, guard/release-evidence-index, guard/cloud-device-package, guard/release-candidate, guard/strict-blocker-boundary, guard/secret-hygiene] iteration 204: promote prepare_cloud_device_evidence.py into the release evidence index as a current local prep gate, documenting CLOUD_DEVICE_PREP_METRIC 5/5 and expected CLOUD_DEVICE_PREP_MISSING_VIDEOS 9/9; tighten validate_release_evidence_index.py so the release handoff cannot lose the prep-helper evidence while strict release remains blocked on real cloud-device MP4/report proof.
205	no-git	204	+1	DELIVERABLES_METRIC 10/10; RELEASE_EVIDENCE_INDEX_METRIC 10/10; CLOUD_DEVICE_PREP_METRIC 5/5; CLOUD_DEVICE_PACKAGE_METRIC 27/27; LANDING_RELEASE_CANDIDATE_METRIC 52/52; REAL_WORLD_READY_METRIC 22/22; STRICT_EVIDENCE 2/5 expected cloud-device blockers; RELEASE_BLOCKING_REPORT_METRIC 8/8; SECRET_HYGIENE PASS; py_compile deliverables PASS	keep	[labels: materials/submission-checklist, guard/deliverables, scripts/prepare-cloud-device-evidence, evidence/release-evidence-index, guard/release-candidate, guard/strict-blocker-boundary, guard/secret-hygiene] iteration 205: add the cloud-device prep helper and current 27/27 package gate to the SHIKE-070 submission checklist, then tighten validate_deliverables.py so submitted materials cannot omit CLOUD_DEVICE_PREP_METRIC 5/5, expected CLOUD_DEVICE_PREP_MISSING_VIDEOS 9/9, or CLOUD_DEVICE_PACKAGE_METRIC 27/27 while strict release remains blocked on real cloud-device MP4/report proof.
206	no-git	205	+1	DEMO_ACCEPTANCE_METRIC 18/18; CLOUD_DEVICE_PREP_METRIC 5/5; CLOUD_DEVICE_PACKAGE_METRIC 27/27; DELIVERABLES_METRIC 10/10; RELEASE_EVIDENCE_INDEX_METRIC 10/10; LANDING_RELEASE_CANDIDATE_METRIC 52/52; STRICT_EVIDENCE 2/5 expected cloud-device blockers; RELEASE_BLOCKING_REPORT_METRIC 8/8; SECRET_HYGIENE PASS; py_compile demo validator PASS	keep	[labels: materials/device-demo-checklist, guard/demo-acceptance, scripts/prepare-cloud-device-evidence, guard/cloud-device-package, evidence/release-evidence-index, guard/release-candidate, guard/strict-blocker-boundary, guard/secret-hygiene] iteration 206: add cloud-device prep helper, expected missing-video count, and current 27/27 package gate to the device demo checklist strict handoff, then tighten validate_demo_acceptance.py so onsite demo materials cannot omit the prep-helper evidence before cloud-device strict recording while preserving local 52/52 and strict 2/5 boundaries.
207	no-git	206	+1	CLOUD_DEVICE_PREP_METRIC 5/5; CLOUD_DEVICE_PREP_MISSING_VIDEOS 9/9 expected; CLOUD_DEVICE_PACKAGE_METRIC 27/27; RELEASE_EVIDENCE_INDEX_METRIC 10/10; LANDING_RELEASE_CANDIDATE_METRIC 52/52; STRICT_EVIDENCE 2/5 expected cloud-device blockers; RELEASE_BLOCKING_REPORT_METRIC 8/8; SECRET_HYGIENE PASS; py_compile cloud package validator PASS	keep	[labels: docs/current-validation-status, scripts/prepare-cloud-device-evidence, guard/cloud-device-package, evidence/release-evidence-index, guard/release-candidate, guard/strict-blocker-boundary, guard/secret-hygiene] iteration 207: add the cloud-device prep helper 5/5 gate and expected missing-video 9/9 status to docs/current-validation-status.md, then tighten validate_cloud_device_package.py so the current status handoff cannot omit prepare_cloud_device_evidence.py before real cloud-device MP4/report collection.
208	no-git	207	+1	RELEASE_EVIDENCE_INDEX_METRIC 10/10; CLOUD_DEVICE_PACKAGE_METRIC 27/27; LANDING_RELEASE_CANDIDATE_METRIC 52/52; DELIVERABLES_METRIC 10/10; DEMO_ACCEPTANCE_METRIC 18/18; STRICT_EVIDENCE 2/5 expected cloud-device blockers; RELEASE_BLOCKING_REPORT_METRIC 8/8; SECRET_HYGIENE PASS; py_compile release evidence validator PASS	keep	[labels: docs/readme-entrypoint, scripts/prepare-cloud-device-evidence, guard/release-evidence-index, guard/cloud-device-package, guard/release-candidate, guard/strict-blocker-boundary, guard/secret-hygiene] iteration 208: add the cloud-device prep helper public-entrypoint wording to README, including CLOUD_DEVICE_PREP_METRIC 5/5 and expected CLOUD_DEVICE_PREP_MISSING_VIDEOS 9/9, then tighten validate_release_evidence_index.py so the README release evidence gate cannot omit the prep-helper step before strict cloud-device collection.
209	no-git	208	+1	LANDING_RELEASE_CANDIDATE_METRIC 52/52; CLOUD_DEVICE_PACKAGE_METRIC 27/27; RELEASE_EVIDENCE_INDEX_METRIC 10/10; DELIVERABLES_METRIC 10/10; DEMO_ACCEPTANCE_METRIC 18/18; STRICT_EVIDENCE 2/5 expected cloud-device blockers; RELEASE_BLOCKING_REPORT_METRIC 8/8; REAL_WORLD_READY_METRIC 22/22; SECRET_HYGIENE PASS; py_compile landing release validator PASS	keep	[labels: docs/landing-optimization-guide, scripts/prepare-cloud-device-evidence, guard/release-candidate, guard/cloud-device-package, evidence/release-evidence-index, guard/strict-blocker-boundary, guard/secret-hygiene] iteration 209: add cloud-device prep-helper evidence to docs/SHIKE_LANDING_APP_OPTIMIZATION_GUIDE.md and Goal 3, then tighten validate_landing_release_candidate.py so public release guidance cannot omit prepare_cloud_device_evidence.py, CLOUD_DEVICE_PREP_METRIC 5/5, or expected CLOUD_DEVICE_PREP_MISSING_VIDEOS 9/9 before strict cloud-device collection.
210	no-git	209	+1	CLOUD_DEVICE_PREP_METRIC 5/5; CLOUD_DEVICE_PREP_MISSING_VIDEOS 9/9 expected; RELEASE_EVIDENCE_INDEX_METRIC 10/10; CLOUD_DEVICE_PACKAGE_METRIC 27/27; LANDING_RELEASE_CANDIDATE_METRIC 52/52; STRICT_EVIDENCE 2/5 expected cloud-device blockers; RELEASE_BLOCKING_REPORT_METRIC 8/8; REAL_WORLD_READY_METRIC 22/22; SECRET_HYGIENE PASS; py_compile release evidence validator PASS	keep	[labels: docs/optimization-log, scripts/prepare-cloud-device-evidence, guard/release-evidence-index, guard/cloud-device-package, guard/release-candidate, guard/strict-blocker-boundary, guard/secret-hygiene] iteration 210: update the first visible docs/optimization-log.md current handoff summary with the cloud-device prep helper 5/5 gate and expected missing-video 9/9 evidence, then tighten validate_release_evidence_index.py so the optimization-log handoff trace cannot point at a summary missing prep-helper status.
211	no-git	210	+1	CLOUD_DEVICE_PREP_METRIC 5/5; CLOUD_DEVICE_PREP_MISSING_VIDEOS 9/9 expected; CLOUD_DEVICE_PACKAGE_METRIC 27/27; RELEASE_EVIDENCE_INDEX_METRIC 10/10; LANDING_RELEASE_CANDIDATE_METRIC 52/52; DELIVERABLES_METRIC 10/10; DEMO_ACCEPTANCE_METRIC 18/18; REAL_WORLD_READY_METRIC 22/22; STRICT_EVIDENCE 2/5 expected cloud-device blockers; RELEASE_BLOCKING_REPORT_METRIC 8/8; SECRET_HYGIENE PASS; py_compile cloud package validator PASS	keep	[labels: evidence/cloud-device-package, scripts/prepare-cloud-device-evidence, guard/cloud-device-package, guard/release-candidate, guard/strict-blocker-boundary, guard/secret-hygiene] iteration 211: add prep-helper success and expected missing-video state to materials/evidence/cloud-device/README.md, then tighten validate_cloud_device_package.py so the cloud-device evidence package entrypoint cannot omit CLOUD_DEVICE_PREP_METRIC 5/5 or expected CLOUD_DEVICE_PREP_MISSING_VIDEOS 9/9.
212	no-git	211	+1	CLOUD_DEVICE_PREP_METRIC 5/5; CLOUD_DEVICE_PREP_MISSING_VIDEOS 9/9 expected; CLOUD_DEVICE_PACKAGE_METRIC 27/27; RELEASE_EVIDENCE_INDEX_METRIC 10/10; LANDING_RELEASE_CANDIDATE_METRIC 52/52; DELIVERABLES_METRIC 10/10; DEMO_ACCEPTANCE_METRIC 18/18; REAL_WORLD_READY_METRIC 22/22; STRICT_EVIDENCE 2/5 expected cloud-device blockers; RELEASE_BLOCKING_REPORT_METRIC 8/8; SECRET_HYGIENE PASS; py_compile cloud package validator PASS	keep	[labels: evidence/cloud-device-manifest, scripts/prepare-cloud-device-evidence, guard/cloud-device-package, guard/release-candidate, guard/strict-blocker-boundary, guard/secret-hygiene] iteration 212: add cloud-device prep helper, 5/5 prep gate, and expected missing-video 9/9 state to cloud-device-manifest.md, then tighten validate_cloud_device_package.py so the manifest cannot omit prep-helper evidence before strict cloud-device collection.
213	no-git	212	+1	REQUIREMENT_MATRIX_METRIC 8/8; CLOUD_DEVICE_PREP_METRIC 5/5; CLOUD_DEVICE_PREP_MISSING_VIDEOS 9/9 expected; CLOUD_DEVICE_PACKAGE_METRIC 27/27; RELEASE_EVIDENCE_INDEX_METRIC 10/10; LANDING_RELEASE_CANDIDATE_METRIC 52/52; STRICT_EVIDENCE 2/5 expected cloud-device blockers; RELEASE_BLOCKING_REPORT_METRIC 8/8; SECRET_HYGIENE PASS; py_compile requirement matrix validator PASS	keep	[labels: evidence/requirement-matrix, scripts/prepare-cloud-device-evidence, guard/requirement-matrix, guard/release-evidence-index, guard/release-candidate, guard/strict-blocker-boundary, guard/secret-hygiene] iteration 213: add cloud-device prep helper, 5/5 prep gate, and expected missing-video 9/9 state into the desktop guidance requirement matrix Stage B, then tighten validate_requirement_matrix.py so Stage B cannot omit the prep-helper handoff evidence.
214	no-git	213	+1	RELEASE_BLOCKING_REPORT_METRIC 8/8; CLOUD_DEVICE_PREP_METRIC 5/5; CLOUD_DEVICE_PREP_MISSING_VIDEOS 9/9 expected; CLOUD_DEVICE_PACKAGE_METRIC 27/27; REQUIREMENT_MATRIX_METRIC 8/8; RELEASE_EVIDENCE_INDEX_METRIC 10/10; LANDING_RELEASE_CANDIDATE_METRIC 52/52; STRICT_EVIDENCE 2/5 expected cloud-device blockers; SECRET_HYGIENE PASS; py_compile release blocking report validator PASS	keep	[labels: evidence/blocking-report, scripts/prepare-cloud-device-evidence, guard/release-blocking-report, guard/cloud-device-package, guard/release-candidate, guard/strict-blocker-boundary, guard/secret-hygiene] iteration 214: make the strict release blocking report require the cloud-device prep helper metric and the expected 9/9 missing-video state, then tighten validate_release_blocking_report.py so next-action handoff cannot omit those prep checks.
215	no-git	214	+1	CLOUD_DEVICE_PREP_METRIC 5/5; CLOUD_DEVICE_PREP_MISSING_VIDEOS 9/9 expected; CLOUD_DEVICE_PACKAGE_METRIC 27/27; RELEASE_BLOCKING_REPORT_METRIC 8/8 after strict regeneration; REQUIREMENT_MATRIX_METRIC 8/8; RELEASE_EVIDENCE_INDEX_METRIC 10/10; LANDING_RELEASE_CANDIDATE_METRIC 52/52; STRICT_EVIDENCE 2/5 expected cloud-device blockers; SECRET_HYGIENE PASS; py_compile prep/helper/cloud/landing/blocking validators PASS	keep	[labels: scripts/prepare-cloud-device-evidence, evidence/cloud-device-capture-todo, evidence/blocking-report, guard/cloud-device-package, guard/release-blocking-report, guard/release-candidate, guard/strict-blocker-boundary, guard/secret-hygiene] iteration 215: make the generated cloud-device capture TODO require the prep helper and explicit 5/5 plus 9/9 pre-capture state, tighten validate_cloud_device_package.py to enforce those generated tokens, and update the strict blocking-report generator so strict regeneration preserves the same prep-helper evidence.
